10	9.692E-07
13	1.0629E-06
16	1.4273E-06
20	1.8182E-06
26	2.5705E-06
33	3.8484E-06
42	4.5516E-06
54	6.3932E-06
70	9.4103E-06
91	0.000011684
118	1.62609E-05
153	2.28068E-05
198	2.85352E-05
257	0.000041607
334	5.48635E-05
434	0.000107682
564	9.89204E-05
733	0.000133546
952	0.000187734
1237	0.000257275
1608	0.000329691
2090	0.000456901
2717	0.000601199
3532	0.001209251
4591	0.001716056
5968	0.006945433
7758	0.009065425
10085	0.010728568
13110	0.01729551
17043	0.019657956
22155	0.020377148
28801	0.029756478
37441	0.039602795
48673	0.0502175
63274	0.07948499
82256	0.10193945
106932	0.1491585
139011	0.1955553
180714	0.258146
234928	0.3468931
305406	0.4519428
397027	0.610193
516135	0.8093966
670975	1.120992
872267	1.532613
1133947	2.099092
1474131	2.941303
1916370	4.089481
2491281	5.6819
3238665	8.145255
